11.06206,49.44597,"Gostenhofer Hauptstraﬂe 61-63"
11.01524,49.59563,"Stubenlohstraﬂe 18"
6.98981,51.57278,"Friedrich-Ebert-Straﬂe"
9.98865,48.40032,"Sterngasse 9"
8.49815,47.95279,"Karlstraﬂe "
8.57273,49.3843,"Schloﬂplatz 1-2"
23.58728,46.77467,"Strada Horea"
7.16095,51.53133,"Wanner Straﬂe"
11.01129,43.89608,"Via Ticino"
